Institution,CIPCODE,CIPCODE_LABEL,ConferralYear,AwardLevel,Completions,Target Program
Clarkson College,51.3802,Nursing Administration.,2023,Master's degree,6,X
Clarkson College,51.3203,Nursing Education.,2023,Master's degree,10,X
Clarkson College,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,8,X
Clarkson University,52.0203,"Logistics, Materials, and Supply Chain Management.",2023,Master's degree,3,X
Clarkson University,13.0301,Curriculum and Instruction.,2023,Master's degree,1,X
Clarkson University,11.0701,Computer Science.,2023,Master's degree,9,X
Clayton  State University,52.0213,Organizational Leadership.,2023,Master's degree,47,X
Clayton  State University,51.3801,Registered Nursing/Registered Nurse.,2023,Master's degree,5,X
Cleary University,52.0213,Organizational Leadership.,2023,Master's degree,110,X
Cleary University,52.0201,"Business Administration and Management, General.",2023,Master's degree,1,X
Clemson University,31.0504,Sport and Fitness Administration/Management.,2023,Master's degree,51,X
Cleveland State University,13.0501,Educational/Instructional Technology.,2023,Master's degree,14,X
Coastal Carolina University,13.1315,Reading Teacher Education.,2023,Master's degree,15,X
Coastal Carolina University,13.1001,"Special Education and Teaching, General.",2023,Master's degree,13,X
Coastal Carolina University,13.0501,Educational/Instructional Technology.,2023,Master's degree,52,X
Coastal Carolina University,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2023,Master's degree,5,X
Coker University,52.0213,Organizational Leadership.,2023,Master's degree,20,X
Coker University,51.3802,Nursing Administration.,2023,Master's degree,0,X
Coker University,51.3203,Nursing Education.,2023,Master's degree,0,X
Coker University,31.0504,Sport and Fitness Administration/Management.,2023,Master's degree,10,X
Coker University,13.0301,Curriculum and Instruction.,2023,Master's degree,17,X
College of Saint Benedict,51.3203,Nursing Education.,2023,Master's degree,0,X
College of Saint Mary,52.0213,Organizational Leadership.,2023,Master's degree,15,X
Colorado Christian University,52.0301,Accounting.,2023,Master's degree,4,X
Colorado Christian University,52.0213,Organizational Leadership.,2023,Master's degree,19,X
Colorado Christian University,52.0201,"Business Administration and Management, General.",2023,Master's degree,22,X
Colorado Christian University,51.1508,Mental Health Counseling/Counselor.,2023,Master's degree,205,X
Colorado Christian University,44.0401,Public Administration.,2023,Master's degree,6,X
Colorado Christian University,42.0101,"Psychology, General.",2023,Master's degree,0,X
Colorado Christian University,13.1001,"Special Education and Teaching, General.",2023,Master's degree,17,X
Colorado Christian University,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,3,X
Colorado Christian University,13.0301,Curriculum and Instruction.,2023,Master's degree,23,X
Colorado Christian University,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2023,Master's degree,3,X
Colorado Mesa University,52.0201,"Business Administration and Management, General.",2023,Master's degree,19,X
Colorado Mesa University,51.3805,Family Practice Nurse/Nursing.,2023,Master's degree,3,X
Colorado Mesa University,31.0504,Sport and Fitness Administration/Management.,2023,Master's degree,8,X
Colorado State University Global,52.1301,Management Science.,2023,Master's degree,57,X
Colorado State University Global,52.0801,"Finance, General.",2023,Master's degree,85,X
Colorado State University Global,52.0301,Accounting.,2023,Master's degree,111,X
Colorado State University Global,52.0201,"Business Administration and Management, General.",2023,Master's degree,3,X
Colorado State University Global,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,285,X
Colorado State University Global,11.0103,Information Technology.,2023,Master's degree,148,X
Colorado State University-Fort Collins,42.2804,Industrial and Organizational Psychology.,2023,Master's degree,13,X
Columbia College,52.0213,Organizational Leadership.,2023,Master's degree,11,X
Columbia College,52.0201,"Business Administration and Management, General.",2023,Master's degree,15,X
Columbia College,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,13,X
Columbia College,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,19,X
Columbia College,52.0101,"Business/Commerce, General.",2023,Master's degree,118,X
Columbia International University,44.0401,Public Administration.,2023,Master's degree,4,X
Columbia University in the City of New York,52.0801,"Finance, General.",2023,Master's degree,19,X
Columbus State University,51.3805,Family Practice Nurse/Nursing.,2023,Master's degree,118,X
Columbus State University,51.3801,Registered Nursing/Registered Nurse.,2023,Master's degree,9,X
Commonwealth University of Pennsylvania,51.1508,Mental Health Counseling/Counselor.,2023,Master's degree,44,X
Commonwealth University of Pennsylvania,13.0501,Educational/Instructional Technology.,2023,Master's degree,25,X
Commonwealth University of Pennsylvania,11.0103,Information Technology.,2023,Master's degree,15,X
Concord University,44.0701,Social Work.,2023,Master's degree,88,X
Concord University,13.0101,"Education, General.",2023,Master's degree,22,X
Concordia University Ann Arbor,11.0701,Computer Science.,2023,Master's degree,0,X
Concordia University Texas,52.0201,"Business Administration and Management, General.",2023,Master's degree,47,X
Concordia University Texas,51.2201,"Public Health, General.",2023,Master's degree,11,X
Concordia University Texas,13.0101,"Education, General.",2023,Master's degree,106,X
Concordia University-Chicago,52.0301,Accounting.,2023,Master's degree,0,X
Concordia University-Chicago,52.0213,Organizational Leadership.,2023,Master's degree,11,X
Concordia University-Chicago,42.2803,Counseling Psychology.,2023,Master's degree,30,X
Concordia University-Chicago,13.1315,Reading Teacher Education.,2023,Master's degree,48,X
Concordia University-Chicago,13.1101,Counselor Education/School Counseling and Guidance Services.,2023,Master's degree,26,X
Concordia University-Chicago,13.1001,"Special Education and Teaching, General.",2023,Master's degree,27,X
Concordia University-Chicago,13.0501,Educational/Instructional Technology.,2023,Master's degree,53,X
Concordia University-Chicago,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,220,X
Concordia University-Chicago,13.0301,Curriculum and Instruction.,2023,Master's degree,125,X
Concordia University-Chicago,13.0101,"Education, General.",2023,Master's degree,1,X
Concordia University-Irvine,52.0213,Organizational Leadership.,2023,Master's degree,65,X
Concordia University-Irvine,51.3802,Nursing Administration.,2023,Master's degree,0,X
Concordia University-Irvine,51.2201,"Public Health, General.",2023,Master's degree,12,X
Concordia University-Irvine,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,29,X
Concordia University-Irvine,42.2803,Counseling Psychology.,2023,Master's degree,125,X
Concordia University-Irvine,31.0504,Sport and Fitness Administration/Management.,2023,Master's degree,237,X
Concordia University-Irvine,13.1101,Counselor Education/School Counseling and Guidance Services.,2023,Master's degree,149,X
Concordia University-Irvine,13.0501,Educational/Instructional Technology.,2023,Master's degree,49,X
Concordia University-Irvine,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,68,X
Concordia University-Irvine,13.0301,Curriculum and Instruction.,2023,Master's degree,69,X
Concordia University-Nebraska,52.0101,"Business/Commerce, General.",2023,Master's degree,21,X
Concordia University-Nebraska,51.2201,"Public Health, General.",2023,Master's degree,8,X
Concordia University-Nebraska,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,9,X
Concordia University-Nebraska,31.0504,Sport and Fitness Administration/Management.,2023,Master's degree,1,X
Concordia University-Nebraska,13.1315,Reading Teacher Education.,2023,Master's degree,12,X
Concordia University-Nebraska,13.1101,Counselor Education/School Counseling and Guidance Services.,2023,Master's degree,13,X
Concordia University-Nebraska,13.1001,"Special Education and Teaching, General.",2023,Master's degree,3,X
Concordia University-Nebraska,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,7,X
Concordia University-Nebraska,13.0301,Curriculum and Instruction.,2023,Master's degree,25,X
Concordia University-Saint Paul,52.0201,"Business Administration and Management, General.",2023,Master's degree,62,X
Concordia University-Saint Paul,51.0701,Health/Health Care Administration/Management.,2023,Master's degree,26,X
Concordia University-Saint Paul,31.0504,Sport and Fitness Administration/Management.,2023,Master's degree,39,X
Concordia University-Saint Paul,13.1202,Elementary Education and Teaching.,2023,Master's degree,35,X
Concordia University-Saint Paul,13.0501,Educational/Instructional Technology.,2023,Master's degree,27,X
Concordia University-Saint Paul,13.0401,"Educational Leadership and Administration, General.",2023,Master's degree,55,X
Concordia University-Saint Paul,13.0301,Curriculum and Instruction.,2023,Master's degree,122,X
Concordia University-Saint Paul,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,2023,Master's degree,6,X
Concordia University-Wisconsin,52.0801,"Finance, General.",2023,Master's degree,13,X
Concordia University-Wisconsin,52.0301,Accounting.,2023,Master's degree,10,X
Concordia University-Wisconsin,52.0213,Organizational Leadership.,2023,Master's degree,2,X
Concordia University-Wisconsin,52.0201,"Business Administration and Management, General.",2023,Master's degree,141,X
Concordia University-Wisconsin,44.0701,Social Work.,2023,Master's degree,11,X
Concordia University-Wisconsin,44.0401,Public Administration.,2023,Master's degree,4,X
Concordia University-Wisconsin,42.2803,Counseling Psychology.,2023,Master's degree,24,X
Concordia University-Wisconsin,31.0504,Sport and Fitness Administration/Management.,2023,Master's degree,1,X
Concordia University-Wisconsin,30.7102,Business Analytics.,2023,Master's degree,1,X
Concordia University-Wisconsin,13.1315,Reading Teacher Education.,2023,Master's degree,26,X
Concordia University-Wisconsin,13.1101,Counselor Education/School Counseling and Guidance Services.,2023,Master's degree,27,X
